,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,lat_long,place_id,house_number,road,neighbourhood,city,county,state,postcode,dist_fromlake,avg_price_by_zipcode,median_price_by_zipcode,sale_price,profit,day,month,quarter,year,year_week,median_price_quarter
5639,1555300010,2015-02-06,203000.0,3,1.0,920,7500,1.0,0,0,4,7,920,0,1970,0,98032,47.3791,-122.289,1660,8000,"47.3791,-122.289",231153616,3401,South 248th Street,,,King County,Washington,98032,29.194616881879114,251195.7723577236,249000.0,263900.0,60900.0,6,2,2015Q1,2015,2015-05,440000.0
5644,2025600280,2015-04-06,241400.0,3,2.0,1420,9828,1.0,0,0,4,7,1420,0,1990,0,98010,47.3287,-122.01100000000001,1550,7227,"47.3287,-122.01100000000001",234472750,30406,Blaine Avenue,,Black Diamond,King County,Washington,98010,39.40804461666571,420874.7373737374,359999.0,313820.0,72420.0,6,4,2015Q2,2015,2015-14,475000.0
5645,1423800380,2015-03-12,309950.0,4,1.75,1450,10074,1.0,0,0,4,7,1450,0,1966,0,98058,47.4546,-122.182,1340,8023,"47.4546,-122.182",232779776,16522,119th Avenue Southeast,,,King County,Washington,98058,21.50988903934127,354019.7982261641,335000.0,402935.0,92985.0,12,3,2015Q1,2015,2015-10,440000.0
5647,3578401060,2014-12-16,345000.0,3,2.25,1920,9672,2.0,0,0,4,8,1920,0,1984,0,98074,47.6233,-122.046,1950,10125,"47.6233,-122.046",296067956,1461,220th Place Northeast,,,King County,Washington,98074,16.0986446379928,686926.7747126437,645000.0,448500.0,103500.0,16,12,2014Q4,2014,2014-50,439000.0
5651,2125049120,2014-05-05,770000.0,3,2.0,2350,5700,1.5,0,0,4,8,1810,540,1939,0,98112,47.638999999999996,-122.31,2170,6000,"47.638999999999996,-122.31",156184228,2171,Boyer Avenue East,Montlake,Seattle,King County,Washington,98112,3.8080444614049838,1095799.712686567,912500.0,1001000.0,231000.0,5,5,2014Q2,2014,2014-18,465000.0
5652,5540000010,2014-08-15,259950.0,3,1.5,1350,7827,1.0,0,0,4,7,1350,0,1968,0,98030,47.3786,-122.219,1900,7827,"47.3786,-122.219",228505556,433,Reiten Road,,,King County,Washington,98030,29.32084356375673,296715.90118577075,282510.0,337935.0,77985.0,15,8,2014Q3,2014,2014-32,450000.0
5663,3222069153,2014-10-24,286900.0,3,2.25,1720,17235,1.0,0,0,4,7,1440,280,1974,0,98042,47.3438,-122.073,1990,35048,"47.3438,-122.073",232302869,28728,202nd Avenue Southeast,,,King County,Washington,98042,35.87581714734073,311748.1575091575,292000.0,372970.0,86070.0,24,10,2014Q4,2014,2014-42,439000.0
5664,7211300050,2014-09-30,472000.0,5,2.25,1780,7245,1.0,0,0,4,8,1330,450,1976,0,98052,47.6946,-122.12,1780,7653,"47.6946,-122.12",220195517,16424,Northeast 105th Place,Education Hill,,King County,Washington,98052,12.016919514425535,645894.7565674256,615000.0,613600.0,141600.0,30,9,2014Q3,2014,2014-39,450000.0
5688,2678100005,2015-02-12,325000.0,2,1.0,1120,6236,1.0,0,0,4,6,1120,0,1954,0,98155,47.763000000000005,-122.291,1340,7784,"47.763000000000005,-122.291",242055844,18515,36th Place Northeast,,,King County,Washington,98155,13.785107330792298,422794.47963800904,374000.0,422500.0,97500.0,12,2,2015Q1,2015,2015-06,440000.0
5689,2025700080,2014-07-10,265000.0,3,2.5,1530,6000,2.0,0,0,4,7,1530,0,1991,0,98038,47.3487,-122.036,1360,6000,"47.3487,-122.036",219505999,22923,Southeast 282nd Street,Diamond Hills,,King County,Washington,98038,36.5633231934496,367144.8532423208,342250.0,344500.0,79500.0,10,7,2014Q3,2014,2014-27,450000.0
5723,1775800280,2015-02-26,310000.0,5,2.0,2900,11970,2.0,0,0,4,7,2900,0,1969,0,98072,47.74100000000001,-122.095,1260,12398,"47.74100000000001,-122.095",296093680,15626,183rd Avenue Northeast,,,King County,Washington,98072,16.585313286780313,569851.6948529412,514500.0,403000.0,93000.0,26,2,2015Q1,2015,2015-08,440000.0
5726,7839300185,2015-02-06,225000.0,3,1.0,1340,4800,1.5,0,0,4,5,1340,0,1903,0,98055,47.477,-122.209,1240,4800,"47.477,-122.209",231745186,440,Smithers Avenue South,,,King County,Washington,98057,18.609001729345504,303985.5576923077,293500.0,292500.0,67500.0,6,2,2015Q1,2015,2015-05,440000.0
5727,2426039130,2014-06-10,417500.0,4,1.0,1390,10800,1.5,0,0,4,7,1390,0,1941,0,98177,47.7248,-122.359,1390,9360,"47.7248,-122.359",157070128,115,Northwest 132nd Street,,Seattle,King County,Washington,98177,11.951203226413908,676800.2952755905,557000.0,542750.0,125250.0,10,6,2014Q2,2014,2014-23,465000.0
5728,2938200170,2015-03-20,265000.0,4,2.0,1600,10160,1.0,0,0,4,7,1600,0,1972,0,98022,47.2015,-122.00299999999999,1540,9352,"47.2015,-122.00299999999999",233171738,1156,Florence Street,,,King County,Washington,98022,52.52331762869377,315709.30341880344,279500.0,344500.0,79500.0,20,3,2015Q1,2015,2015-11,440000.0
5732,2195900010,2014-07-14,270000.0,3,1.5,1540,13475,1.0,0,0,4,7,1540,0,1972,0,98059,47.4766,-122.15299999999999,1550,13475,"47.4766,-122.15299999999999",233731498,14011,Southeast 141st Street,,,King County,Washington,98059,19.931524509372736,494370.18279569893,435000.0,351000.0,81000.0,14,7,2014Q3,2014,2014-28,450000.0
5733,5707500050,2014-07-18,739375.0,5,3.0,2640,3200,2.0,0,0,4,7,2140,500,1906,0,98112,47.6188,-122.30799999999999,1540,2242,"47.6188,-122.30799999999999",158009195,1814,East Denny Way,,Seattle,King County,Washington,98122,4.4017110177639,1095799.712686567,912500.0,961187.5,221812.5,18,7,2014Q3,2014,2014-28,450000.0
5745,3276930050,2014-07-28,699950.0,3,2.5,3370,36218,2.0,0,0,4,9,3370,0,1988,0,98075,47.5855,-121.98700000000001,2980,31793,"47.5855,-121.98700000000001",296021088,2520,262nd Place Southeast,Tibbetts Station,,King County,Washington,98075,21.316831468415028,791346.4217877095,739999.5,909935.0,209985.0,28,7,2014Q3,2014,2014-30,450000.0
5750,3581000020,2014-09-26,350000.0,3,1.0,1180,7455,1.0,0,0,4,7,1180,0,1964,0,98034,47.7276,-122.241,1450,8154,"47.7276,-122.241",179076331,14039,75th Avenue Northeast,,,King County,Washington,98034,9.738803170483509,521148.0810313076,445000.0,455000.0,105000.0,26,9,2014Q3,2014,2014-38,450000.0
5758,7129300420,2014-12-02,258000.0,3,1.75,1040,5650,1.0,0,0,5,6,1040,0,1951,0,98178,47.5111,-122.256,1290,5650,"47.5111,-122.256",159180354,10017,62nd Avenue South,Rainier Beach,Seattle,King County,Washington,98178,14.433290665422335,310622.6434108527,279000.0,335400.0,77400.0,2,12,2014Q4,2014,2014-48,439000.0
5771,3361401025,2014-11-26,207000.0,2,1.0,1130,8160,1.0,0,0,4,6,1130,0,1952,0,98168,47.4997,-122.31700000000001,1060,6120,"47.4997,-122.31700000000001",236604757,1216,South 116th Street,Beverly Park,,King County,Washington,98168,16.285717417367355,241330.80303030304,237000.0,269100.0,62100.0,26,11,2014Q4,2014,2014-47,439000.0
5772,7430500415,2014-07-25,540000.0,2,1.0,1120,7500,1.0,0,2,4,7,1120,0,1971,0,98008,47.619,-122.096,3040,16940,"47.619,-122.096",97663463,,Rosemont,Bretton Wood,Bellevue,King County,Washington,98008-3439,12.472980173055307,645507.3780918728,545000.0,702000.0,162000.0,25,7,2014Q3,2014,2014-29,450000.0
5774,7749500250,2014-08-27,265000.0,5,2.25,2600,8075,1.5,0,0,4,8,2600,0,1969,0,98092,47.2961,-122.18799999999999,2200,8800,"47.2961,-122.18799999999999",231921591,3034,Scenic Drive,,,King County,Washington,98092,38.71044427645358,334921.0626780627,309780.0,344500.0,79500.0,27,8,2014Q3,2014,2014-34,450000.0
5782,2600000050,2014-08-27,690000.0,3,2.25,2430,8327,1.0,0,0,4,9,1430,1000,1978,0,98006,47.5534,-122.16,2550,10427,"47.5534,-122.16",267850593,,134th Avenue Southeast,,Bellevue,King County,Washington,98006,12.247950658675816,856565.3040816326,760000.0,897000.0,207000.0,27,8,2014Q3,2014,2014-34,450000.0
5793,1685200190,2015-01-15,203000.0,3,1.75,1610,9000,1.0,0,0,4,7,1100,510,1978,0,98092,47.3187,-122.179,1610,8000,"47.3187,-122.179",233759299,31604,122nd Avenue Southeast,,,King County,Washington,98092,36.32923936205177,334921.0626780627,309780.0,263900.0,60900.0,15,1,2015Q1,2015,2015-02,440000.0
5805,421000185,2014-06-11,200000.0,2,1.0,700,4700,1.0,0,0,5,5,700,0,1953,0,98056,47.4953,-122.169,960,5200,"47.4953,-122.169",233091263,751,Redmond Avenue Northeast,President Park,,King County,Washington,98056,17.54711451634532,421449.4133663366,380000.0,260000.0,60000.0,11,6,2014Q2,2014,2014-23,465000.0
5806,2113700825,2014-07-31,172000.0,3,1.0,970,4700,1.0,0,0,4,6,720,250,1943,0,98106,47.5285,-122.354,1560,4600,"47.5285,-122.354",158680789,8155,15th Avenue Southwest,Highland Park,Seattle,King County,Washington,98106,14.37571070525283,318349.62613981764,313500.0,223600.0,51600.0,31,7,2014Q3,2014,2014-30,450000.0
5812,1324300091,2014-05-28,370000.0,3,1.0,800,2296,1.0,0,0,4,6,800,0,1908,0,98103,47.6546,-122.35600000000001,1480,1472,"47.6546,-122.35600000000001",159193782,125,North Bowdoin Place,,Seattle,King County,Washington,98103,7.406363694337241,584334.4991652755,550000.0,481000.0,111000.0,28,5,2014Q2,2014,2014-21,465000.0
5815,9320900420,2014-10-14,89000.0,3,1.0,900,4750,1.0,0,0,4,6,900,0,1969,0,98023,47.3026,-122.363,900,3404,"47.3026,-122.363",231256125,33418,23rd Avenue Southwest,Twin Lakes,,King County,Washington,98023,38.41521677601789,287419.9512195122,268750.0,115700.0,26700.0,14,10,2014Q4,2014,2014-41,439000.0
5816,7349800780,2014-08-05,175000.0,2,1.75,1050,9800,1.5,0,0,4,6,1050,0,1975,0,98019,47.7595,-121.473,1230,12726,"47.7595,-121.473",296162101,64460,Northeast 179th Street,,,King County,Washington,98251,60.29924292655148,424788.74736842106,401250.0,227500.0,52500.0,5,8,2014Q3,2014,2014-31,450000.0
5819,3416601045,2014-06-23,345000.0,3,1.0,1140,4200,2.0,0,0,4,7,1140,0,1904,0,98144,47.6012,-122.296,1510,4000,"47.6012,-122.296",159839658,115,28th Avenue South,,Seattle,King County,Washington,98144,5.201654679747138,594971.6,450000.0,448500.0,103500.0,23,6,2014Q2,2014,2014-25,465000.0
5821,6071300500,2014-08-15,550000.0,4,2.5,2060,9719,1.0,0,0,4,8,1320,740,1960,0,98006,47.5549,-122.176,2050,9643,"47.5549,-122.176",296005149,5323,123rd Avenue Southeast,,Bellevue,King County,Washington,98006,11.418246879147672,856565.3040816326,760000.0,715000.0,165000.0,15,8,2014Q3,2014,2014-32,450000.0
5822,6072760670,2014-12-03,652450.0,3,2.25,2230,11835,1.0,0,0,5,8,1630,600,1974,0,98006,47.563,-122.178,2190,10384,"47.563,-122.178",296033571,4613,121st Avenue Southeast,,Bellevue,King County,Washington,98006,10.58817748334496,856565.3040816326,760000.0,848185.0,195735.0,3,12,2014Q4,2014,2014-48,439000.0
5825,2787720170,2014-09-29,395000.0,4,2.5,2130,11733,1.0,0,0,5,7,1330,800,1969,0,98059,47.512,-122.16,1800,9131,"47.512,-122.16",230941345,4431,Northeast 23rd Court,Glencoe,,King County,Washington,98059,16.14962364673699,494370.18279569893,435000.0,513500.0,118500.0,29,9,2014Q3,2014,2014-39,450000.0
5826,9826701735,2014-11-12,449950.0,3,2.0,1880,3048,2.0,0,0,4,7,1880,0,1902,0,98122,47.6031,-122.303,1680,3600,"47.6031,-122.303",158278898,157,23rd Avenue,,Seattle,King County,Washington,98122,5.329384840275843,635067.3079584775,574000.0,584935.0,134985.0,12,11,2014Q4,2014,2014-45,439000.0
5834,1250200345,2014-10-24,230000.0,3,1.0,680,2400,1.0,0,0,4,6,680,0,1903,0,98144,47.5982,-122.29899999999999,1470,3600,"47.5982,-122.29899999999999",158370414,433,26th Avenue South,,Seattle,King County,Washington,98144,5.603758222643737,594971.6,450000.0,299000.0,69000.0,24,10,2014Q4,2014,2014-42,439000.0
5836,7818700480,2015-04-09,314200.0,1,1.0,610,6000,1.0,0,0,4,5,610,0,1918,0,98117,47.6911,-122.367,970,5000,"47.6911,-122.367",154715697,8512,Dibble Avenue Northwest,Crown Hill,Seattle,King County,Washington,98117,9.812507996389842,575643.4105839416,542500.0,408460.0,94260.0,9,4,2015Q2,2015,2015-14,475000.0
5841,6372000101,2014-08-20,483500.0,3,2.0,1200,2016,1.0,0,1,4,7,600,600,1931,0,98116,47.5811,-122.404,1730,4520,"47.5811,-122.404",158226175,2517,56th Avenue Southwest,Alki,Seattle,King County,Washington,98116,12.725297873464147,619119.3799392097,565500.0,628550.0,145050.0,20,8,2014Q3,2014,2014-33,450000.0
5853,8887001640,2014-11-06,416500.0,4,2.0,2280,39848,2.0,0,0,4,8,2280,0,1991,0,98070,47.5003,-122.465,1900,38472,"47.5003,-122.465",296041937,11896,103rd Avenue Southwest,,,King County,Washington,98070,21.96864759697494,490763.7586206897,466250.0,541450.0,124950.0,6,11,2014Q4,2014,2014-44,439000.0
5856,7331900290,2014-07-31,230000.0,4,1.5,1520,8800,1.0,0,0,4,7,1520,0,1960,0,98002,47.3136,-122.208,1370,8800,"47.3136,-122.208",213527159,1602,6th Street Northeast,,,King County,Washington,98002,36.59551800913336,234083.8730964467,235000.0,299000.0,69000.0,31,7,2014Q3,2014,2014-30,450000.0
5863,5021900779,2015-04-04,785000.0,3,2.0,1600,9638,1.0,0,0,5,7,1600,0,1952,0,98040,47.5753,-122.22399999999999,1800,11400,"47.5753,-122.22399999999999",296144193,3955,86th Avenue Southeast,Fortuna,,King County,Washington,98040,7.756546762388574,1194230.0212765958,993750.0,1020500.0,235500.0,4,4,2015Q2,2015,2015-13,475000.0
5867,6085000130,2015-03-21,230000.0,3,1.0,1140,9639,1.0,0,0,4,7,1140,0,1967,0,98001,47.3112,-122.265,1140,9639,"47.3112,-122.265",232369184,5614,South 324th Place,,,King County,Washington,98001,36.66167583504071,281383.6536312849,260000.0,299000.0,69000.0,21,3,2015Q1,2015,2015-11,440000.0
5870,7802900380,2014-09-08,335000.0,2,1.0,1360,69260,1.0,0,0,4,5,1360,0,1937,0,98065,47.5229,-121.838,1460,69260,"47.5229,-121.838",296077751,37593,Southeast 86th Street,,,King County,Washington,98065,34.21121427437757,529645.813114754,500000.0,435500.0,100500.0,8,9,2014Q3,2014,2014-36,450000.0
5877,1972201856,2014-05-07,526000.0,2,2.0,1550,2400,1.5,0,0,4,7,1550,0,1900,0,98103,47.653999999999996,-122.346,1180,1224,"47.653999999999996,-122.346",160078048,3845,Whitman Avenue North,,Seattle,King County,Washington,98103,6.660205707513737,584334.4991652755,550000.0,683800.0,157800.0,7,5,2014Q2,2014,2014-18,465000.0
5882,2946000912,2014-09-23,212500.0,3,1.5,1270,7128,1.0,0,0,4,6,1270,0,1954,0,98198,47.422,-122.321,1270,7986,"47.422,-122.321",230577036,1021,South 201st Street,North Hill,,King County,Washington,98198,24.776310706476927,302925.9527272727,265000.0,276250.0,63750.0,23,9,2014Q3,2014,2014-38,450000.0
5892,1483300430,2014-11-25,554000.0,2,1.0,820,3700,1.0,0,0,5,7,820,0,1968,0,98040,47.588,-122.251,1750,9000,"47.588,-122.251",296073927,2557,62nd Avenue Southeast,McGilvra,,King County,Washington,98040,5.912757674246806,1194230.0212765958,993750.0,720200.0,166200.0,25,11,2014Q4,2014,2014-47,439000.0
5897,7942100290,2014-09-10,199000.0,3,1.75,1050,9871,1.0,0,0,5,7,1050,0,1968,0,98042,47.3816,-122.087,1300,10794,"47.3816,-122.087",231126820,19009,Southeast Wax Road,,,King County,Washington,98042,31.600507519454652,311748.1575091575,292000.0,258700.0,59700.0,10,9,2014Q3,2014,2014-36,450000.0
5898,4336000050,2015-03-17,225000.0,3,1.0,1010,15701,1.0,0,0,4,7,1010,0,1949,0,98188,47.4518,-122.292,1260,9800,"47.4518,-122.292",232587704,16866,31st Place South,,,King County,Washington,98188,21.16830127253464,289327.0740740741,265000.0,292500.0,67500.0,17,3,2015Q1,2015,2015-11,440000.0
5900,8802400896,2014-10-23,204995.0,2,1.0,970,8185,1.0,0,0,5,6,970,0,1904,0,98031,47.4025,-122.20100000000001,1500,12541,"47.4025,-122.20100000000001",231852851,22218,104th Place Southeast,,,King County,Washington,98031,26.865485537079735,300325.0184501845,288000.0,266493.5,61498.5,23,10,2014Q4,2014,2014-42,439000.0
5923,7282300095,2014-07-09,295000.0,2,1.0,800,6500,1.0,0,0,4,6,800,0,1953,0,98133,47.7621,-122.35799999999999,1220,7000,"47.7621,-122.35799999999999",296022874,122,North 183rd Street,,,King County,Washington,98133,15.371581127385783,385534.63636363635,372750.0,383500.0,88500.0,9,7,2014Q3,2014,2014-27,450000.0
5927,2953000250,2014-07-31,275000.0,3,1.5,1900,9737,1.0,0,0,4,7,1200,700,1968,0,98031,47.4125,-122.20700000000001,1670,9737,"47.4125,-122.20700000000001",229838252,21036,100th Avenue Southeast,Stonepine,,King County,Washington,98031,25.696310803544826,300325.0184501845,288000.0,357500.0,82500.0,31,7,2014Q3,2014,2014-30,450000.0
5936,4172100050,2014-08-25,524950.0,3,1.75,1750,3250,1.5,0,0,4,7,1230,520,1929,0,98117,47.6807,-122.366,1480,3600,"47.6807,-122.366",154942455,7036,8th Avenue Northwest,Whittier Heights,Seattle,King County,Washington,98117,9.138807584815655,575643.4105839416,542500.0,682435.0,157485.0,25,8,2014Q3,2014,2014-34,450000.0
5942,7625703637,2014-08-28,286000.0,2,1.0,610,4000,1.0,0,0,4,6,610,0,1918,0,98136,47.5469,-122.391,870,5160,"47.5469,-122.391",160338254,4522,Southwest Graham Street,Morgan Junction,Seattle,King County,Washington,98136,14.381211227560916,551688.6730038023,489950.0,371800.0,85800.0,28,8,2014Q3,2014,2014-34,450000.0
5944,3224079005,2014-10-09,255000.0,2,1.0,920,43560,1.0,0,0,4,5,920,0,1923,0,98024,47.5245,-121.931,1530,11875,"47.5245,-121.931",296043201,30801,Southeast 86th Street,,,King County,Washington,98027,27.81401327598585,588748.9873417722,465000.0,331500.0,76500.0,9,10,2014Q4,2014,2014-40,439000.0
5946,2413900050,2014-12-01,599000.0,4,2.0,3410,15143,2.0,0,0,4,8,3410,0,1972,1987,98052,47.6709,-122.052,2350,25936,"47.6709,-122.052",169796868,7333,216th Avenue Northeast,,,King County,Washington,98053,15.877596365943209,645894.7565674256,615000.0,778700.0,179700.0,1,12,2014Q4,2014,2014-48,439000.0
5955,1088030010,2014-10-05,464625.0,4,2.75,2040,8996,1.0,0,0,4,8,1260,780,1974,0,98033,47.666000000000004,-122.185,2470,9180,"47.666000000000004,-122.185",180507114,6571,116th Place Northeast,,,King County,Washington,98033,6.223391678530222,803809.3596287703,678000.0,604012.5,139387.5,5,10,2014Q4,2014,2014-39,439000.0
5958,5706200020,2015-02-06,455000.0,5,2.0,1870,13970,1.0,0,0,4,7,1120,750,1969,0,98027,47.5243,-122.042,1860,13970,"47.5243,-122.042",183924190,,Mount Defiance Southwest Circle,,,King County,Washington,98027-3819,20.82223839238224,617141.4209245743,571000.0,591500.0,136500.0,6,2,2015Q1,2015,2015-05,440000.0
5962,6821101870,2014-05-05,524000.0,3,1.75,1560,5520,1.0,0,0,4,6,780,780,1944,0,98199,47.6515,-122.399,1470,6000,"47.6515,-122.399",156436543,3432,33rd Avenue West,Lawton Park,Seattle,King County,Washington,98199,10.535427812242734,791579.7341772151,687400.0,681200.0,157200.0,5,5,2014Q2,2014,2014-18,465000.0
5964,3530500010,2014-09-30,176000.0,2,1.0,920,2332,1.0,0,0,4,8,920,0,1980,0,98198,47.3779,-122.32,1310,2853,"47.3779,-122.32",65710679,24913,11th Avenue South,Zenith,,King County,Washington,98198,29.596258097300147,302925.9527272727,265000.0,228800.0,52800.0,30,9,2014Q3,2014,2014-39,450000.0
5974,2273600250,2014-08-04,500000.0,3,1.75,1570,8530,1.0,0,0,4,7,1190,380,1983,0,98033,47.6881,-122.184,1530,8708,"47.6881,-122.184",179490412,9703,117th Place Northeast,,,King County,Washington,98033,7.702033495832409,803809.3596287703,678000.0,650000.0,150000.0,4,8,2014Q3,2014,2014-31,450000.0
5976,5450500010,2015-03-13,975000.0,4,2.25,2240,9990,2.0,0,0,4,10,2240,0,1967,0,98040,47.5516,-122.21700000000001,2600,11480,"47.5516,-122.21700000000001",296166329,9167,Southeast 57th Street,,,King County,Washington,98040,10.421067021908184,1194230.0212765958,993750.0,1267500.0,292500.0,13,3,2015Q1,2015,2015-10,440000.0
5986,8562600190,2014-06-23,550000.0,3,1.75,1840,8086,1.0,0,0,4,8,1840,0,1964,0,98052,47.67,-122.155,1840,8060,"47.67,-122.155",296004751,13898,Northeast 72nd Place,,,King County,Washington,98052,8.452916357742499,645894.7565674256,615000.0,715000.0,165000.0,23,6,2014Q2,2014,2014-25,465000.0
5987,5680000545,2014-12-03,330000.0,4,2.0,1750,5202,1.0,0,1,4,6,1070,680,1942,0,98108,47.5677,-122.31700000000001,2090,5400,"47.5677,-122.31700000000001",158151493,4012,12th Avenue South,South Seattle,Seattle,King County,Washington,98108,9.21773059479269,355871.372972973,345000.0,429000.0,99000.0,3,12,2014Q4,2014,2014-48,439000.0
5988,1922059027,2015-01-23,282510.0,4,1.0,1450,32234,1.5,0,0,4,6,1450,0,1932,0,98030,47.3818,-122.21,1530,10125,"47.3818,-122.21",231447581,24462,98th Avenue South,,,King County,Washington,98030,29.045252968717108,296715.90118577075,282510.0,367263.0,84753.0,23,1,2015Q1,2015,2015-03,440000.0
5997,3276930380,2014-05-23,675000.0,4,2.5,2560,36601,2.0,0,0,4,9,2560,0,1987,0,98075,47.5851,-121.992,2790,36601,"47.5851,-121.992",295998454,25993,Southeast 27th Street,Tibbetts Station,,King County,Washington,98075,20.971477451112666,791346.4217877095,739999.5,877500.0,202500.0,23,5,2014Q2,2014,2014-20,465000.0
6004,259600280,2015-04-06,400000.0,4,2.0,1420,9301,1.0,0,0,4,7,1420,0,1963,0,98008,47.6325,-122.12100000000001,1530,8075,"47.6325,-122.12100000000001",296005574,2577,165th Avenue Northeast,,Bellevue,King County,Washington,98008,10.40044526252515,645507.3780918728,545000.0,520000.0,120000.0,6,4,2015Q2,2015,2015-14,475000.0
6006,2056100275,2014-10-06,530000.0,2,1.5,1390,5000,1.0,0,0,4,8,970,420,1954,0,98116,47.5673,-122.40100000000001,1610,5000,"47.5673,-122.40100000000001",158119671,4041,53rd Avenue Southwest,,Seattle,King County,Washington,98116,13.412270077772606,619119.3799392097,565500.0,689000.0,159000.0,6,10,2014Q4,2014,2014-40,439000.0
6007,2202500080,2014-06-30,248000.0,3,1.0,950,9400,1.0,0,0,4,7,950,0,1954,0,98006,47.5746,-122.13600000000001,1260,9400,"47.5746,-122.13600000000001",296050796,3966,153rd Avenue Southeast,,Bellevue,King County,Washington,98006,11.819304311752498,856565.3040816326,760000.0,322400.0,74400.0,30,6,2014Q2,2014,2014-26,465000.0
